0.05,1007,1009,2.50441319676,0.331990613514
0.05,1007,1186,1.66171471429,0.307711966611
0.05,1007,814,2.00750569959,0.398306995531
0.05,1009,1007,2.51987703332,0.350217976184
0.05,1009,1122,2.19805910783,0.550644916503
0.05,1009,1124,1.86317878217,0.398526017568
0.05,1009,982,2.83591034817,0.473305227139
0.05,1010,1154,2.08510094696,0.345029423229
0.05,1010,827,1.98295050384,0.787953136332
0.05,1013,1211,1.91208850906,0.514739167558
0.05,1013,792,2.19373447265,0.435715404601
0.05,1015,1056,2.65914268764,0.430137471588
0.05,1016,1150,2.34537472009,0.541232705114
0.05,1016,895,2.0641210378,0.456142642503
0.05,1016,920,2.17593074328,0.378817198622
0.05,101,231,3.3631724176,0.29417019806
0.05,101,307,2.1909926588,0.440642446375
0.05,101,923,2.69786038194,0.456404325816
0.05,1020,1145,1.14550719355,0.501988826015
0.05,1020,1170,1.54149012884,0.468664890082
0.05,1020,806,1.31673122668,0.496163641893
0.05,1026,828,-0.515671793104,0.23639799432
0.05,1027,842,0.911328850028,0.619980373697
0.05,1027,887,3.00824492577,0.733796406996
0.05,1028,1145,1.41595722601,0.496153368582
0.05,1028,772,1.5641158861,0.422138125412
0.05,1030,1046,1.8016292156,0.574757504676
0.05,1030,1215,1.60010226146,0.500227484002
0.05,1030,860,1.48601405345,0.427157982121
0.05,1031,1049,2.31604764043,0.584838650859
0.05,1031,1232,3.07417448579,1.14366931287
0.05,1031,824,2.39684351986,0.710983102799
0.05,1032,1068,1.99773252999,0.448936155972
0.05,1032,796,2.0325193827,0.483015612951
0.05,1032,838,1.79301551976,0.497631505634
0.05,1032,903,2.24703150883,0.441399285574
0.05,1036,1151,2.40393187007,0.599441247239
0.05,1036,987,2.56982940869,0.428915013634
0.05,1036,989,2.91144588027,0.561034971589
0.05,1041,827,2.68073437617,0.577034249115
0.05,1041,847,2.8333588739,0.605574402763
0.05,1044,1107,1.71251165135,0.560437219272
0.05,1044,778,1.87462231345,0.548673436094
0.05,1045,1218,2.04950115465,0.392993425245
0.05,1045,844,1.24293052142,0.460575838122
0.05,1045,869,2.3091632747,0.508961031547
0.05,1046,1030,1.60545416857,0.366975346313
0.05,1046,1069,1.74627780858,0.542543943069
0.05,1046,1111,1.67149415887,0.417804547617
0.05,1046,869,1.22450979339,0.427976673941
0.05,1049,1031,2.82268453958,1.02173698017
0.05,1049,1231,1.61551421346,0.175467685262
0.05,1056,1179,1.93744767124,0.591297419631
0.05,1056,942,1.98814315604,0.788382982707
0.05,1059,1125,0.901794667994,0.383638639655
0.05,1059,1213,0.0844574489679,0.92810427925
0.05,105,157,1.94541944692,0.397549643782
0.05,105,249,2.67350689787,0.639566658839
0.05,105,34,2.39278154457,0.753121591633
0.05,1061,1062,2.30795411828,0.650593708199
0.05,1061,1185,2.11155348524,0.463831114781
0.05,1061,937,2.86310629469,0.571696695497
0.05,1062,1061,2.2913435473,0.47096163915
0.05,1062,1150,1.48635230997,0.409328669092
0.05,1062,974,1.37105842551,0.512876144755
0.05,1066,1170,1.08861346468,0.521817871214
0.05,1066,1213,1.369650172,0.634195483107
0.05,1066,923,2.21764591394,0.525997241399
0.05,1068,1032,1.86897751087,0.486906379244
0.05,1068,834,1.25326710558,0.523047619176
0.05,1068,883,1.05697938168,0.451594606365
0.05,1069,1046,1.82504205045,0.52816036843
0.05,1069,860,1.55274311709,0.430887611718
0.05,1069,970,1.9522568387,0.463125862248
0.05,1070,830,2.39151275565,0.338867159303
0.05,1072,1137,2.77908071829,0.405512977293
0.05,1072,271,2.16474896313,0.444844081827
0.05,1073,1151,2.81729029358,0.540351962801
0.05,1073,1185,2.11980608817,0.600670831069
0.05,1073,987,2.36425255509,0.449874776348
0.05,1075,1099,1.00240577136,1.30390828971
0.05,1075,1157,0.541742339113,1.15975410447
0.05,1075,1159,2.35130034056,0.579465692223
0.05,107,131,1.84965643068,0.520578708638
0.05,107,46,2.13633913331,0.562238499819
0.05,1082,1127,-1.59374724396,0.631443290571
0.05,1082,796,1.35996125594,0.733672089129
0.05,1082,838,2.2494504307,0.548252135335
0.05,1082,900,1.92250323907,0.359085516611
0.05,1099,1075,0.869170732729,1.11303263545
0.05,1099,1157,-0.570051770888,1.06534103951
0.05,1101,900,2.72412966805,0.322933209086
0.05,1101,996,3.14141436168,0.613570090794
0.05,1104,1145,2.6164444088,0.388042558333
0.05,1104,121,1.93938819358,0.47396327845
0.05,1104,12,1.87992617494,0.377445414408
0.05,1104,1209,1.9668182737,0.57780453609
0.05,1104,1209,1.95191866312,0.49510608409
0.05,1104,121,1.9518999774,0.498793084374
0.05,1105,1164,2.24781913207,0.984086380033
0.05,1107,1044,1.87301813489,0.567463149372
0.05,1107,791,1.6004831767,0.630763605693
0.05,1107,852,2.050043067,0.660394576588
0.05,1111,1046,1.5459252204,0.3741200977
0.05,1111,1215,1.63180903687,0.420325368796
0.05,1111,844,1.88225807468,0.435471593655
0.05,1113,1160,1.66729096359,0.511173157398
0.05,1113,906,2.04211074922,0.266840987642
0.05,1114,809,2.31653228696,0.313993506004
0.05,1114,993,2.65828549252,0.291816252783
0.05,1115,263,2.53939806623,0.440046533965
0.05,1115,842,2.56158776215,0.778589024917
0.05,1115,989,3.4174686729,0.584193620056
0.05,1122,1009,2.05557358961,0.284897530188
0.05,1122,1186,2.50365195982,0.428556528666
0.05,1122,804,2.96089977863,0.351775629836
0.05,1124,1009,1.98412129107,0.389262270058
0.05,1124,1135,2.83680194927,0.359114276014
0.05,1124,1191,1.98144128019,0.438276122849
0.05,1125,1059,1.16538214828,0.672294607792
0.05,1125,927,1.13160110728,0.31307855276
0.05,1127,1082,-1.60230101501,0.754965205558
0.05,1127,967,1.43166927853,0.499353520226
0.05,1127,988,1.26270007446,0.529771147021
0.05,1128,833,1.90453251486,0.464076869981
0.05,1128,883,2.09614694161,0.252460647043
0.05,1128,903,1.73929842096,0.442274894938
