7,0.546920779,0.059457913,0.241235065,0.062567436,0.19406107,0.044740662,0.233010418,0.059212485,0.26324809,0.061387075
8,0.633620449,0.043153829,0.352109124,0.053760068,0.358317606,0.052699988,0.37079399,0.057920295,0.414475522,0.045867233
9,0.623026132,0.042984695,0.199341266,0.0640023,0.244996523,0.054191202,0.230434415,0.065213934,0.307401143,0.04542289
10,0.584610968,0.048351544,0.241866423,0.059163833,0.249874212,0.053376454,0.243165988,0.062263783,0.297139848,0.054322157
11,0.613067276,0.055038727,0.267909664,0.059188359,0.29093729,0.047606643,0.263489518,0.058901043,0.378291885,0.048686851
12,0.630730848,0.047180115,0.299440144,0.065150306,0.324505862,0.063232393,0.320715896,0.068812587,0.369152036,0.062052396
13,0.585248774,0.048582159,0.219507316,0.053569456,0.219921789,0.04561094,0.232863545,0.055770375,0.277360412,0.053816077
14,0.467666955,0.062171949,0.249612315,0.069392539,0.25129174,0.054100016,0.26978951,0.071936036,0.300926208,0.062190736
15,0.571051039,0.053291316,0.247359501,0.06011585,0.243169305,0.050687866,0.248664568,0.062310892,0.30154942,0.059980393
16,0.556412071,0.041563495,0.190588131,0.046233605,0.273742452,0.043734271,0.190081786,0.049597985,0.316184953,0.038553444
17,0.537094401,0.055620834,0.245213211,0.059015492,0.223558103,0.056173185,0.255623435,0.060427723,0.306066108,0.058882017
18,0.523325658,0.057913793,0.228575807,0.061285489,0.225981534,0.049556821,0.21840272,0.057500636,0.299436422,0.058013016
19,0.52191405,0.064050732,0.225355506,0.067951203,0.225175406,0.056936084,0.247229567,0.075895428,0.193354022,0.065132528
